date,open,high,low,close,volume,raw_close,change_percent,avg_vol_20d
2011-04-14,1.6580000000000001,1.68534,1.61334,1.676,14750729,25.14,0.84,27990651.3
2011-04-15,1.71,1.74534,1.694,1.70534,14151764,25.5801,1.75,28182372.25
2011-04-18,1.6753399999999998,1.708,1.6239999999999999,1.66866,15508064,25.0299,-2.15,28649037.95
2011-04-19,1.6840000000000002,1.6840000000000002,1.6433399999999998,1.67734,8230395,25.1601,0.52,28623447.95
2011-04-20,1.7133399999999999,1.7393399999999999,1.68666,1.71666,12562034,25.7499,2.35,28934454.9
2011-04-21,1.72334,1.79866,1.706,1.78266,20790794,26.7399,3.84,29627374.6
2011-04-25,1.78,1.782,1.7313399999999999,1.75934,12012584,26.3901,-1.31,29802062.3
2011-04-26,1.77734,1.81666,1.7539999999999998,1.79534,20585144,26.9301,2.05,30037806.05
2011-04-27,1.79534,1.8239999999999998,1.77534,1.8053400000000002,14953514,27.0801,0.56,30218788.5
2011-04-28,1.80466,1.846,1.78134,1.844,24674954,27.66,2.14,30534628.5
2011-04-29,1.846,1.858,1.828,1.84,10895100,27.6,-0.22,22437628.9
2011-05-02,1.84,1.85334,1.8039999999999998,1.8299999999999998,11768399,27.45,-0.54,20877233.7
2011-05-03,1.82534,1.826,1.76666,1.79134,13709474,26.8701,-2.11,19605787.25
2011-05-04,1.78534,1.8,1.71666,1.7793400000000001,15707534,26.6901,-0.67,18004868.8
2011-05-05,1.81334,1.82934,1.74468,1.7626600000000001,18291734,26.4399,-0.93,17953232.8
2011-05-06,1.79334,1.84666,1.7746600000000001,1.808,14724089,27.12,2.57,16581362.85
2011-05-09,1.8,1.86666,1.79,1.86066,13744544,27.9099,2.91,15808826.1
2011-05-10,1.8826599999999998,1.93,1.86066,1.8886599999999998,23034389,28.3299,1.5,15931395.6
2011-05-11,1.88,1.88656,1.79466,1.80466,14444474,27.0699,-4.45,15635568.6
2011-05-12,1.80466,1.84934,1.77666,1.84466,9416100,27.6699,2.22,15197790.65
2011-05-13,1.86666,1.8792799999999998,1.82,1.83666,9923655,27.5499,-0.43,14956436.95
2011-05-16,1.8659999999999999,1.8659999999999999,1.77,1.7733400000000001,11334330,26.6001,-3.45,14815565.25
2011-05-17,1.8,1.8,1.7146599999999999,1.73066,18512339,25.9599,-2.4,14965779.0
2011-05-18,1.74,1.76466,1.7013399999999999,1.75666,10941105,26.3499,1.5,15101314.5
2011-05-19,1.802,1.8960000000000001,1.7733400000000001,1.88,39830503,28.2,7.02,16464737.95
2011-05-20,1.8840000000000001,1.88534,1.82334,1.86466,12638009,27.9699,-0.81,16057098.7
2011-05-23,1.84134,1.84134,1.7746600000000001,1.788,12953219,26.82,-4.11,16104130.45
2011-05-24,1.80134,1.83334,1.7733400000000001,1.78134,9205095,26.7201,-0.37,15535128.0
2011-05-25,1.79334,1.9340000000000002,1.7446599999999999,1.932,70407162,28.98,8.46,18307810.4
2011-05-26,1.92134,1.984,1.87334,1.96534,50053363,29.4801,1.72,19576730.85
2011-05-27,1.9693399999999999,1.978,1.92134,1.97,25306034,29.55,0.24,20297277.55
2011-05-31,1.97934,2.01866,1.97,2.00934,49357828,30.1401,1.99,22176749.0
2011-06-01,2.0,2.00666,1.892,1.9011399999999998,22955939,28.5171,-5.38,22639072.25
2011-06-02,1.90134,1.95466,1.9006599999999998,1.91734,14794409,28.7601,0.85,22593416.0
2011-06-03,1.9966599999999999,2.1,1.96666,2.00866,93153131,30.1299,4.77,26336485.85
2011-06-06,2.00666,2.00866,1.8840000000000001,1.9133399999999998,34976503,28.7001,-4.75,27349106.55
2011-06-07,1.92934,1.95934,1.8840000000000001,1.89134,18331484,28.3701,-1.15,27578453.55
2011-06-08,1.8960000000000001,1.90666,1.80134,1.808,25454039,27.12,-4.4,27699436.05
2011-06-09,1.82866,1.87334,1.8066600000000002,1.84134,24063299,27.6201,1.84,28180377.3
2011-06-10,1.83466,1.8865999999999998,1.82334,1.85734,23497979,27.8601,0.87,28884471.25
2011-06-13,1.87134,1.9253399999999998,1.85866,1.89534,25706414,28.4301,2.05,29673609.2
2011-06-14,1.90266,1.98,1.90134,1.90666,23599649,28.5999,0.6,30286875.15
2011-06-15,1.8960000000000001,1.89666,1.80466,1.82134,20198684,27.3201,-4.48,30371192.4
2011-06-16,1.84466,1.86666,1.716,1.76666,27631859,26.4999,-3.0,31205730.1
2011-06-17,1.79134,1.84666,1.74266,1.76666,25709474,26.4999,0.0,30499678.65
2011-06-20,1.7526599999999999,1.764,1.7,1.734,23065634,26.01,-1.85,31021059.9
2011-06-21,1.7493400000000001,1.84866,1.7333399999999999,1.83534,22448444,27.5301,5.84,31495821.15
2011-06-22,1.82466,1.88334,1.8066600000000002,1.814,22132994,27.21,-1.16,32142216.1
2011-06-23,1.81334,1.8479999999999999,1.7473400000000001,1.84734,17549849,27.7101,1.84,29499350.45
2011-06-24,1.84266,1.86466,1.81734,1.83766,54132868,27.5649,-0.52,29703325.7
2011-06-27,1.84866,1.88534,1.82066,1.83066,27140504,27.4599,-0.38,29795049.2
2011-06-28,1.85266,1.88334,1.84466,1.8739999999999999,13336979,28.11,2.37,27994006.75
2011-06-29,1.9,1.9393399999999998,1.87134,1.886,21925619,28.29,0.64,27942490.75
2011-06-30,1.9,1.95534,1.8933399999999998,1.942,14199809,29.13,2.97,27912760.75
2011-07-01,1.938,1.97334,1.92,1.93466,12822584,29.0199,-0.38,23896233.4
2011-07-05,1.93466,1.968,1.914,1.94266,14939834,29.1399,0.41,22894399.95
2011-07-06,1.94266,1.94266,1.90334,1.93066,13903334,28.9599,-0.62,22672992.45
2011-07-07,1.94266,2.0,1.9340000000000002,1.982,19917314,29.73,2.66,22396156.2
2011-07-08,1.99266,1.99266,1.906,1.9206599999999998,18608699,28.8099,-3.09,22123426.2
2011-07-11,1.8933399999999998,1.9020000000000001,1.86666,1.8900000000000001,14635544,28.35,-1.6,21680304.45
2011-07-12,1.89134,1.9393399999999998,1.86666,1.8780000000000001,15681089,28.17,-0.63,21179038.2
2011-07-13,1.89534,1.93534,1.8599999999999999,1.90934,15989129,28.6401,1.67,20798512.2
2011-07-14,1.9020000000000001,1.93066,1.81666,1.84066,17386964,27.6099,-3.59,20657926.2
2011-07-15,1.85266,1.85534,1.82666,1.83866,10634310,27.5799,-0.11,19808048.75
2011-07-18,1.82266,1.8299999999999998,1.77534,1.81534,12784754,27.2301,-1.27,19161812.75
2011-07-19,1.83866,1.8739999999999999,1.8359999999999999,1.85934,15390719,27.8901,2.42,18778067.0
2011-07-20,1.86666,2.02934,1.85334,1.91266,45725908,28.6899,2.87,19941940.2
2011-07-21,1.92734,1.944,1.87334,1.9133399999999998,15180089,28.7001,0.03,19594294.95
2011-07-22,1.9133399999999998,1.9693399999999999,1.9033999999999998,1.9526599999999998,8758020,29.2899,2.06,19154703.5
2011-07-25,1.9340000000000002,1.95,1.8960000000000001,1.89934,10102365,28.4901,-2.73,16953178.35
2011-07-26,1.8873399999999998,1.918,1.86466,1.86666,11443980,27.9999,-1.72,16168352.15
2011-07-27,1.9,1.9,1.834,1.84266,14376044,27.6399,-1.29,16220305.4
2011-07-28,1.84,1.90334,1.8359999999999999,1.8780000000000001,14080934,28.17,1.92,15828071.15
2011-07-29,1.85334,1.8933399999999998,1.83334,1.8780000000000001,14221904,28.17,0.0,15829175.9
2011-08-01,1.91134,1.932,1.88066,1.918,17472329,28.77,2.13,16061663.15
2011-08-02,1.91266,1.9466599999999998,1.8179999999999998,1.82266,23239799,27.3399,-4.97,16476661.4
2011-08-03,1.83334,1.85534,1.7557399999999999,1.81334,27019934,27.2001,-0.52,17132491.4
2011-08-04,1.7673400000000001,1.79266,1.6446599999999998,1.65,45983938,24.75,-9.01,18435822.6
2011-08-05,1.666,1.692,1.5219999999999998,1.6159999999999999,29465639,24.24,-2.06,18978669.6
2011-08-08,1.54,1.62934,1.54,1.576,39128578,23.64,-2.48,20203321.3
2011-08-09,1.6099999999999999,1.6966599999999998,1.5799999999999998,1.6706599999999998,20000729,25.0599,6.01,20419303.3
2011-08-10,1.696,1.696,1.57534,1.588,23462204,23.82,-4.95,20792957.05
2011-08-11,1.60266,1.71666,1.6,1.68666,12547259,25.2999,6.22,20550971.8
2011-08-12,1.70666,1.80934,1.69066,1.7539999999999998,15135299,26.31,3.99,20776021.25
2011-08-15,1.7746600000000001,1.78334,1.7286599999999999,1.74866,11078580,26.2299,-0.3,20690712.55
2011-08-16,1.742,1.76934,1.7219999999999998,1.74,8065320,26.1,-0.5,20324442.6
2011-08-17,1.75934,1.77666,1.7006599999999998,1.7219999999999998,9656580,25.83,-1.03,18520976.2
2011-08-18,1.66666,1.6766599999999998,1.56466,1.61734,15848534,24.2601,-6.08,18554398.45
2011-08-19,1.59066,1.61466,1.46666,1.48666,20629154,22.2999,-8.08,19147955.15
2011-08-22,1.54066,1.58666,1.4453399999999998,1.4633399999999999,14792714,21.9501,-1.57,19382472.6
2011-08-23,1.462,1.54066,1.43334,1.5306600000000001,13034519,22.9599,4.61,19461999.55
2011-08-24,1.54,1.59534,1.5219999999999998,1.59134,10263570,23.8701,3.96,19256375.85
2011-08-25,1.59134,1.59134,1.52666,1.54066,10203150,23.1099,-3.18,19062486.65
2011-08-26,1.514,1.59666,1.47134,1.582,11426340,23.73,2.68,18922708.45
2011-08-29,1.61466,1.65666,1.60134,1.64734,12049529,24.7101,4.13,18651568.45
2011-08-30,1.63334,1.65134,1.6059999999999999,1.642,5499885,24.63,-0.32,17764572.75
2011-08-31,1.65334,1.7,1.61866,1.64934,12356024,24.7401,0.44,17031377.25
2011-09-01,1.644,1.6580000000000001,1.589,1.6,12721274,24.0,-2.99,15368244.05
2011-09-02,1.57734,1.5993400000000002,1.512,1.538,11554964,23.07,-3.88,14472710.3
2011-09-06,1.5,1.54666,1.486,1.5293400000000001,12146399,22.9401,-0.57,13123601.35
2011-09-07,1.55934,1.6,1.552,1.58934,6887790,23.8401,3.92,12467954.4
2011-09-08,1.5719999999999998,1.602,1.552,1.5739999999999998,7585455,23.61,-0.96,11674116.95
2011-09-09,1.558,1.57134,1.5033400000000001,1.53134,10038945,22.9701,-2.71,11548701.25
2011-09-12,1.5,1.5539999999999998,1.4966599999999999,1.52534,8498565,22.8801,-0.39,11216864.55
2011-09-13,1.534,1.60666,1.51666,1.60534,10896915,24.0801,5.24,11207781.3
2011-09-14,1.61666,1.656,1.5859999999999999,1.62266,12461654,24.3399,1.08,11427598.0
2011-09-15,1.6386599999999998,1.662,1.6219999999999999,1.65466,8437680,24.8199,1.97,11366653.0
2011-09-16,1.6520000000000001,1.72266,1.6326599999999998,1.72,21263609,25.8,3.95,11637406.75
2011-09-19,1.6633399999999998,1.7206599999999999,1.588,1.718,17360234,25.77,-0.12,11473960.75
2011-09-20,1.732,1.7733400000000001,1.71134,1.734,17705264,26.01,0.93,11619588.25
2011-09-21,1.73,1.79666,1.7133399999999999,1.72334,14813654,25.8501,-0.62,11708545.0
2011-09-22,1.70934,1.7406599999999999,1.65866,1.7086599999999998,11640029,25.6299,-0.85,11777367.95
2011-09-23,1.69934,1.7746600000000001,1.6900000000000002,1.75866,17344919,26.3799,2.93,12134456.4
2011-09-26,1.768,1.768,1.66,1.7013399999999999,14020724,25.5201,-3.26,12264175.6
2011-09-27,1.7333399999999999,1.7993400000000002,1.70466,1.746,10116435,26.19,2.63,12167520.9
2011-09-28,1.7333399999999999,1.76666,1.6340000000000001,1.63934,10848090,24.5901,-6.11,12434931.15
2011-09-29,1.7146599999999999,1.7213399999999999,1.57,1.608,13943174,24.12,-1.91,12514288.65
2011-09-30,1.65334,1.65934,1.5659999999999998,1.6260000000000001,20040809,24.39,1.12,12880265.4
2011-10-03,1.6633399999999998,1.66666,1.55,1.582,15346949,23.73,-2.71,13069864.65
2011-10-04,1.55266,1.62134,1.52866,1.57734,18003209,23.6601,-0.3,13362705.15
2011-10-05,1.602,1.72234,1.5566600000000002,1.69134,18441209,25.3701,7.23,13940376.1
2011-10-06,1.69134,1.84,1.668,1.79734,26535389,26.9601,6.27,14887872.8
2011-10-07,1.79866,1.84,1.73666,1.7993400000000002,19673219,26.9901,0.11,15369586.5
2011-10-10,1.82066,1.87866,1.8,1.85866,13851239,27.8799,3.3,15637220.2
2011-10-11,1.834,1.85134,1.806,1.84066,8640045,27.6099,-0.97,15524376.7
2011-10-12,1.81666,1.86666,1.81334,1.85334,16850459,27.8001,0.68,15743816.95
2011-10-13,1.8419999999999999,1.898,1.82934,1.86266,15657194,27.9399,0.51,16104792.65
2011-10-14,1.86666,1.90334,1.81734,1.87,21007034,28.05,0.39,16091963.9
2011-10-17,1.85734,1.86666,1.81734,1.828,11316585,27.42,-2.25,15789781.45
2011-10-18,1.82,1.89516,1.7806600000000001,1.88934,14995349,28.3401,3.35,15654285.7
2011-10-19,1.8679999999999999,1.87066,1.82,1.838,11892749,27.57,-2.72,15508240.45
2011-10-20,1.82934,1.83134,1.8,1.82266,14994704,27.3399,-0.83,15675974.2
2011-10-21,1.82666,1.88666,1.80066,1.86866,17138249,28.0299,2.52,15665640.7
2011-10-24,1.858,1.926,1.8499999999999999,1.90334,14108249,28.5501,1.85,15670016.95
2011-10-25,1.882,1.924,1.85334,1.88334,9815565,28.2501,-1.05,15654973.45
2011-10-26,1.87934,1.89134,1.82666,1.86534,7657185,27.9801,-0.96,15495428.2
2011-10-27,1.88934,1.93,1.8739999999999999,1.91734,13040024,28.7601,2.79,15450270.7
2011-10-28,1.9,2.0,1.86734,1.99134,18974894,29.8701,3.86,15396974.95
2011-10-31,1.96666,1.96734,1.91666,1.958,17009534,29.37,-1.67,15480104.2
2011-11-01,1.89266,1.9280000000000002,1.86666,1.9253399999999998,9536625,28.8801,-1.67,15056775.0
2011-11-02,1.93334,1.9506599999999998,1.88334,1.914,13132814,28.71,-0.59,14791355.25
2011-11-03,2.0,2.166,1.96866,2.164,37659043,32.46,13.06,15347537.95
2011-11-04,2.09734,2.1599999999999997,2.0340000000000003,2.154,45496603,32.31,-0.46,16638707.15
2011-11-07,2.10934,2.13334,2.05,2.08466,18994034,31.2699,-3.22,16895846.9
2011-11-08,2.09134,2.13334,2.048,2.1226599999999998,17517449,31.8399,1.82,17339717.1
2011-11-09,2.058,2.09934,2.02,2.0586599999999997,14304839,30.8799,-3.02,17212436.1
2011-11-10,2.06266,2.1,2.0433399999999997,2.08866,11209095,31.3299,1.46,16990031.15
2011-11-11,2.1266599999999998,2.3,2.038,2.24266,58126842,33.6399,7.37,18846021.55
2011-11-14,2.2,2.2359999999999998,2.1746600000000003,2.2146600000000003,19884839,33.2199,-1.25,19274434.25
2011-11-15,2.19466,2.29334,2.182,2.262,13363574,33.93,2.14,19192845.5
2011-11-16,2.2319999999999998,2.33334,2.2268600000000003,2.32934,27497039,34.9401,2.98,19973060.0
2011-11-17,2.3,2.32666,2.21266,2.24534,20238974,33.6801,-3.61,20235273.5
2011-11-18,2.24266,2.274,2.16934,2.1733399999999996,13540934,32.6001,-3.21,20055407.75
2011-11-21,2.1626600000000002,2.1626600000000002,2.07,2.11734,15472859,31.7601,-2.58,20123638.25
2011-11-22,2.11734,2.186,2.07,2.138,10987770,32.07,0.98,20182248.5
2011-11-23,2.11734,2.13666,2.0833399999999997,2.09666,6777195,31.4499,-1.93,20138249.0
2011-11-25,2.10334,2.16066,2.072,2.11066,3593925,31.6599,0.67,19665944.05
2011-11-28,2.13334,2.21866,2.12066,2.17066,10216860,32.5599,2.84,19228042.35
2011-11-29,2.166,2.2046599999999996,2.10866,2.11666,8865810,31.7499,-2.49,18820856.15
2011-11-30,2.16666,2.1953400000000003,2.1479999999999997,2.18266,11414475,32.7399,3.12,18914748.65
2011-12-01,2.17134,2.266,2.132,2.1733399999999996,15451619,32.6001,-0.43,19030688.9
2011-12-02,2.18866,2.246,2.1599999999999997,2.2199999999999998,12040769,33.3,2.15,17749775.2
2011-12-05,2.23534,2.33334,2.2286799999999998,2.29466,17400749,34.4199,3.36,16344982.5
2011-12-06,2.2800000000000002,2.332,2.26874,2.32466,14277149,34.8699,1.31,16109138.25
2011-12-07,2.3086599999999997,2.326,2.25334,2.27934,10113660,34.1901,-1.95,15738948.8
2011-12-08,2.056,2.11,1.974,2.05934,49589173,30.8901,-9.65,17503165.5
2011-12-09,2.036,2.07466,2.01866,2.06934,18591659,31.0401,0.49,17872293.7
2011-12-12,2.02934,2.04134,2.00134,2.02734,11379855,30.4101,-2.03,15534944.35
2011-12-13,2.038,2.062,1.9274,1.9633399999999999,14910224,29.4501,-3.16,15286213.6
2011-12-14,1.96666,1.9786599999999999,1.86666,1.9020000000000001,17457599,28.53,-3.12,15490914.85
2011-12-15,1.91134,1.9446599999999998,1.87466,1.9080000000000001,10503915,28.62,0.32,14641258.65
2011-12-16,1.9193399999999998,1.92866,1.86534,1.86666,15444074,27.9999,-2.16,14401513.65
2011-12-19,1.87266,1.9,1.82466,1.8499999999999999,14804279,27.75,-0.89,14464680.9
2011-12-20,1.87,1.89666,1.84766,1.8599999999999999,12665714,27.9,0.54,14324323.65
2011-12-21,1.86066,1.87134,1.73534,1.838,25587104,27.57,-1.18,15054290.35
2011-12-22,1.84,1.87,1.82,1.85134,15147029,27.7701,0.72,15472782.05
2011-12-23,1.86666,1.86666,1.83466,1.8599999999999999,8870850,27.9,0.47,15736628.3
2011-12-27,1.844,1.918,1.84266,1.90466,11661044,28.5699,2.4,15808837.5
2011-12-28,1.9326599999999998,1.9493,1.86934,1.9006599999999998,8627070,28.5099,-0.21,15796900.5
2011-12-29,1.906,1.956,1.90326,1.91534,7322250,28.7301,0.77,15592289.25
2011-12-30,1.89934,1.932,1.88334,1.904,5097900,28.56,-0.59,15074603.3
2012-01-03,1.92934,1.96666,1.8433399999999998,1.8719999999999999,13920779,28.08,-1.68,15168603.8
2012-01-04,1.88066,1.91134,1.83334,1.84734,9450540,27.7101,-1.32,14771093.35
2012-01-05,1.8506599999999997,1.8619999999999999,1.79,1.808,15081479,27.12,-2.13,14811309.85
2012-01-06,1.81334,1.85266,1.76066,1.794,14794304,26.91,-0.77,15045342.05
2012-01-09,1.8,1.83266,1.74134,1.81666,13454264,27.2499,1.27,13238596.6
2012-01-10,1.82934,1.8506599999999997,1.81666,1.84134,10075980,27.6201,1.35,12812812.65
2012-01-11,1.84134,1.892,1.82,1.882,10083585,28.23,2.21,12747999.15
2012-01-12,1.89866,1.9080000000000001,1.8536599999999999,1.88334,10939500,28.2501,0.07,12549462.95
2012-01-13,1.8933399999999998,1.9,1.50934,1.51934,82596566,22.7901,-19.33,15806411.3
2012-01-17,1.7746600000000001,1.82266,1.76066,1.7733400000000001,69785787,26.6001,16.72,18770504.9
2012-01-18,1.7793400000000001,1.7919999999999998,1.75,1.78734,18902744,26.8101,0.79,18943438.4
2012-01-19,1.8126600000000002,1.84934,1.774,1.784,18693329,26.76,-0.18,19137890.9
2012-01-20,1.79334,1.8,1.7599999999999998,1.7733400000000001,9934335,26.6001,-0.6,19001321.95
2012-01-23,1.78734,1.814,1.7733400000000001,1.78466,8917995,26.7699,0.64,18167866.5
2012-01-24,1.77534,1.84534,1.7626600000000001,1.828,12868709,27.42,2.43,18053950.5
2012-01-25,1.8179999999999998,1.86734,1.80334,1.86466,9166680,27.9699,2.01,18068742.0
2012-01-26,1.87134,1.9719999999999998,1.86666,1.92934,19065419,28.9401,3.46,18438960.75